Make,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age
كيا,38000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,90000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,8
سكودا,79500,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,132000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,0,1,0,1,4.0,8
ستروين,30000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,100000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,0,0,0,0,0,0,,7
فولكسفاجن,65000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,6.0,15
كيا,45000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,400000.0,نقدا فقط,للبيع أو التبديل,,1,1,0,1,1,1,0,0,4.0,14
فولكسفاجن,25000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,0.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,24
كيا,162000,فيراني,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2200,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,,7
سكودا,58000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1900,20000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,0,1,1,4.0,16
بيجو,47000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,100000.0,نقدا فقط,للبيع فقط,1.0,1,1,0,1,0,1,1,1,4.0,8
بيجو,2500,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع أو التبديل,4.0,1,0,0,0,0,0,1,0,4.0,40
كيا,68000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,30000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,1,4.0,7
فورد,62000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2400,,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,0,0,1,,21
سكودا,42000,رصاصي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,808887.0,إمكانية التقسيط,للبيع أو التبديل,5.0,1,1,0,1,0,1,1,1,4.0,22
اودي,40000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,180000.0,نقدا فقط,للبيع أو التبديل,,1,1,0,1,1,1,1,1,4.0,17
سيت,43000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,1,0,0,0,0,0,1,1,4.0,13
مرسيدس,90000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,65288.0,إمكانية التقسيط,للبيع فقط,4.0,1,1,1,1,0,0,0,0,6.0,24
سكودا,78000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,41500.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,0,0,0,0,1,,8
اوبل,14000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,0,0,0,1,1,0,0,0,4.0,35
بيجو,42000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,3.0,1,1,0,0,0,1,0,1,4.0,16
هونداي,35000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,270.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,0,1,0,1,1,1,4.0,18
سوبارو,12000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,1,0,0,1,0,1,0,0,4.0,36
مرسيدس,153000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,101000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,1,1,1,1,4.0,9
اوبل,55000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع أو التبديل,,1,1,0,0,0,1,0,1,4.0,7
كيا,60000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,0,0,1,1,1,1,6.0,16
سكودا,26500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,0.0,نقدا فقط,للبيع فقط,5.0,0,1,1,1,0,1,0,1,4.0,21
فولكسفاجن,85000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,46000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,0,1,1,4.0,9
هونداي,75000,سكني,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,2000,60000.0,إمكانية التقسيط,للبيع فقط,1.0,1,0,1,1,0,1,1,0,4.0,10
سيت,92000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,7
كيا,145000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,67000.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,1,1,1,1,1,1,7.0,6
كيا,120000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,6.0,8
مرسيدس,35000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2300,,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,1,1,1,1,4.0,31
اوبل,64000,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,65788879999.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,1,0,1,4.0,10
فولكسفاجن,138000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,33000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,4.0,3
فولكسفاجن,78000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,120000.0,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,0,1,4.0,13
مرسيدس,45000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2300,0.0,نقدا فقط,للبيع فقط,6.0,1,1,1,0,0,0,0,0,2.0,24
فولكسفاجن,105000,عدة الوان,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,0.0,إمكانية التقسيط,للبيع فقط,0.0,1,1,1,1,0,0,0,1,6.0,4
هونداي,110000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,4.0,12
جييب,270000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3600,1000.0,نقدا فقط,للبيع فقط,2.0,1,0,0,1,1,1,0,0,1.0,8
شفروليه,24000,سكني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,400.0,نقدا فقط,للبيع فقط,6.0,1,0,0,1,0,0,1,1,4.0,17
كيا,69000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,20.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,6
اوبل,42000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,75000.0,نقدا فقط,للبيع فقط,1.0,1,1,0,1,0,0,1,1,4.0,9
سكودا,58000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع أو التبديل,1.0,1,1,0,1,0,0,0,1,4.0,8
سيت,75000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,70000.0,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,0,1,4.0,7
سكودا,50000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,2.0,0,1,0,0,0,1,0,0,4.0,13
اوبل,35000,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,70000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,9
فولكسفاجن,70000,أسود ميتالك,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,10002.0,نقدا فقط,للبيع أو التبديل,4.0,1,1,1,1,0,1,1,1,4.0,16
فولكسفاجن,105000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,105000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,5
بي,40000,أخضر,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,1,1,1,1,4.0,26
سكودا,65000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,300000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,0,1,0,0,0,1,4.0,16
كيا,95000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,49.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,8
فورد,100000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,3.0,9
هونداي,58000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,14
اوبل,54000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,1,0,1,1,1,4.0,10
فولكسفاجن,32000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع فقط,4.0,0,1,1,1,1,1,1,1,4.0,19
هونداي,28500,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,201788.0,إمكانية التقسيط,للبيع فقط,3.0,0,1,1,1,0,1,1,1,4.0,23
فورد,135000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3700,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,,10
فولكسفاجن,60000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,0,1,1,4.0,11
سوبارو,23000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,11.0,1,1,1,1,0,1,1,1,4.0,34
فولكسفاجن,25000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,75000.0,نقدا فقط,للبيع فقط,11.0,0,0,0,1,0,1,0,0,4.0,50
سكودا,35000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,800000.0,نقدا فقط,للبيع فقط,9.0,1,1,1,1,0,0,1,0,,19
هونداي,135000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,85000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,6.0,6
سكودا,118000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,4
اوبل,19500,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,,0,0,0,1,0,1,0,0,4.0,36
فولكسفاجن,75000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,0,0,1,1,1,4.0,10
سكودا,59000,أسود,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,400000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,9
فيات,65000,ذهبي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,90.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,0,0,1,6.0,11
سكودا,90000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,95000.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,0,1,4.0,8
فولكسفاجن,81000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,13
فيات,13000,أبيض,بنزين,تأجير,فلسطينية,عادي,يدوي,1000,,نقدا فقط,للبيع فقط,3.0,0,0,0,0,0,0,0,0,4.0,30
هونداي,50000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,300000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,0,1,0,1,4.0,10
فولكسفاجن,57000,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,65000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,8
سكودا,60000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1234.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,1,1,1,4.0,8
بي,170000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,246000.0,نقدا فقط,للبيع فقط,8.0,1,1,1,1,1,1,1,1,4.0,13
سيت,124000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,16000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,4
دايو,24000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,7500.0,نقدا فقط,للبيع فقط,5.0,1,1,0,1,0,0,0,1,4.0,21
سيت,56000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,90000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,1,0,0,4.0,6
فولكسفاجن,99999,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,0,1,0,0,1,1,6.0,7
فولكسفاجن,95000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,1,1,0,1,0,1,1,1,6.0,12
سيت,68000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,70000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,0,4.0,6
سيت,64000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,62000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,9
سيت,57000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,114000.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,4.0,7
جييب,275000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,57000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,4.0,9
سيت,86000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,35000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,5
هونداي,75000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,0,1,1,1,4.0,10
فولكسفاجن,95000,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,1.0,1,1,1,0,0,1,1,1,6.0,8
كيا,44000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100000.0,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,0,1,4.0,15
فولكسفاجن,7000,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,,إمكانية التقسيط,للبيع أو التبديل,7.0,0,0,0,1,0,1,1,0,4.0,47
فولكسفاجن,135000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,0.0,0,1,0,1,1,0,0,1,4.0,8
اوبل,8500,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,نقدا فقط,للبيع فقط,10.0,0,0,0,0,0,0,0,0,4.0,40
هونداي,94000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,0,4.0,6
فولكسفاجن,180000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,0,1,4.0,8
هونداي,65000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,70000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,9
فولكسفاجن,75000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,750000.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,1,1,1,1,7.0,14
أفيكو,80000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,230,,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,0,1,0,2.0,23
فورد,17000,أبيض,ديزل,خصوصي,فلسطينية,عادي,يدوي,2500,,نقدا فقط,للبيع فقط,5.0,0,0,0,0,0,0,0,0,7.0,33
كيا,65000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,79.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,10
ستروين,62000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,1,1,4.0,8
اوبل,40000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,155000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,0,1,0,1,1,1,4.0,12
بي,115000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,85000.0,نقدا فقط,للبيع أو التبديل,,1,1,0,1,1,1,1,1,4.0,9
اوبل,16000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,,0,0,0,1,1,1,0,0,4.0,37
اوبل,24000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,192.0,نقدا فقط,للبيع أو التبديل,6.0,1,1,0,1,1,1,0,1,4.0,25
اوبل,43000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,95.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,0,1,0,1,4.0,10
سكودا,120000,أبيض,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,200000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,9
سيت,46000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,90000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,4.0,10
فورد,46000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,88000.0,نقدا فقط,للبيع فقط,,0,0,0,0,0,0,0,0,4.0,11
فولكسفاجن,93000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,73000.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,1,0,1,1,1,6.0,6
هونداي,45000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,25000.0,نقدا فقط,للبيع أو التبديل,5.0,1,1,1,1,1,1,1,1,6.0,16
