Make,Year,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Additions,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,Drive Type
اوبل كورسا,2019,62000,فيراني,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,55000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,0,1,1,0,1,0,1,4+1,دفع أمامي
هونداي توسان,2014,113000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٤٧٠٠٠,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,1,1,1,1,,
فولكسفاجن بولو,2016,55000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,83000,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
بيجو 307,2006,26000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,,
فولكسفاجن باسات,1997,20000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,نقدا فقط,للبيع أو التبديل,يد ثالثه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,دفع أمامي
سوبارو نملة,1983,5000,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,20000,نقدا فقط,للبيع فقط,,مسجل CD,0,0,0,1,0,0,0,0,4+1,دفع أمامي
هونداي كليك,2007,35500,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,,
فولكسفاجن بولو,1997,25000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,00000000,نقدا فقط,للبيع أو التبديل,يد ثالثة,"إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",0,1,1,1,0,1,0,1,4+1,
سكودا اوكتافيا,2018,97000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
كيا ريو,2014,35000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,,0,0,0,0,0,0,0,0,4+1,
سيت ليون,2017,69000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,88000,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,دفع أمامي
هونداي فيرنا,2007,41000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,135,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
ايسوزو ديماكس,2005,65000,سكني,ديزل,حكومي,فلسطينية,عادي,الكتروني,3000,190000,نقدا فقط,للبيع فقط,ايد ثانيه,"مُكيّف
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,0,0,1,0,1,0,1,4+1,
ستروين بيرلينجو,2008,35000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,370000,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد",1,1,1,1,0,0,1,0,4+1,
فورد ترانزيت,1991,35000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد",1,1,0,1,0,0,1,0,7+1,دفع خلفي
اوبل كورسا,2008,39000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,000,نقدا فقط,للبيع فقط,000,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
هونداي سانتافيه,2007,45000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,0,1,1,1,1,6+1,
فولكسفاجن كادي,2000,30000,بني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,280000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
كيا ريو,2009,35000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,80000,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,4+1,
رينو كانجو,2010,10000,أزرق سماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1500,,إمكانية التقسيط,للبيع أو التبديل,٤,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,3+1,
مازدا 3,2015,89000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,60000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,0,1,0,1,0,1,4+1,
اوبل كورسا,2015,55000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,٤٥,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
فيات اونو,1984,6000,أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,999,4000,نقدا فقط,للبيع فقط,5,,0,0,0,0,0,0,0,0,4+1,
فولكسفاجن ترانسبورتر,2001,40000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,إمكانية التقسيط,للبيع فقط,,"مسجل CD
فرش جلد",0,0,0,1,0,0,1,0,7+1,
هونداي توسان,2016,90000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
اوبل استرا,1998,32000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,٢٩٨٠٠٠,نقدا فقط,للبيع فقط,يد ثالثة,"مُكيّف
إغلاق مركزي
وسادة حماية هوائية",1,1,0,0,0,0,0,1,4+1,
بيجو بارتنر,2018,72000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,82,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
وسادة حماية هوائية",1,1,1,0,0,0,0,1,4+1,
كيا سبورتاج,2014,75500,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,81000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
كيا سبورتاج,2015,107000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,,
سوبارو نملة,1982,9500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,000000,نقدا فقط,للبيع فقط,يد٣,,0,0,0,0,0,0,0,0,4+1,
سكودا اوكتافيا,2015,90000,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,000000000,نقدا فقط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
اوبل كورسا,2017,58000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,40,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم",1,1,1,1,0,1,0,0,4+1,
سكودا اوكتافيا,2008,60000,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,46500,إمكانية التقسيط,للبيع فقط,5,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
فيات بونتو,2003,20000,أزرق سماوي,ديزل,خصوصي,نمرة صفراء,عادي,الكتروني,1250,0000,نقدا فقط,للبيع فقط,،,"مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",0,0,0,1,0,1,0,1,4+1,دفع أمامي
سكودا اوكتافيا,2014,75000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
كيا سول,2015,85000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
فورد فيستا,2016,45000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,73000,نقدا فقط,للبيع فقط,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,0,0,1,0,1,4+1,
سكودا اوكتافيا,2021,163500,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,42000,نقدا فقط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,0,0,1,0,1,4+1,
فولكسفاجن كادي,2012,62500,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,125000,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,6+1,
هونداي اكسنت,2002,32000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,115000,نقدا فقط,للبيع فقط,ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
فولكسفاجن كرافتر,2008,49000,أصفر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,418000,إمكانية التقسيط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
وسادة حماية هوائية",1,1,1,1,1,0,0,1,,
فورد فوكس,2009,32000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,١٦٥,نقدا فقط,للبيع فقط,٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
هونداي توسان,2015,83000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,دفع أمامي
هونداي i10,2014,39000,خمري,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1250,٨٠٠٠٠,نقدا فقط,للبيع فقط,يد أولئ أصحاب سابقون صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
كيا فورتي,2010,43500,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,130000,نقدا فقط,للبيع فقط,ايد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,1,1,0,1,,
سكودا اوكتافيا,2005,43000,ذهبي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,400,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
هونداي اكسنت,2015,65000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,إمكانية التقسيط,للبيع فقط,١,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
فولكسفاجن كادي,2011,90000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,7+1,
هونداي اكسنت,2013,58000,سكني,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,75000,نقدا فقط,للبيع فقط,,مُكيّف,1,0,0,0,0,0,0,0,,
فورد فيستا,2014,42000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,92000,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم",1,1,0,1,0,1,0,0,4+1,
سكودا رابيد,2015,60000,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
بي ام دبليو 520,1994,25000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,200000,إمكانية التقسيط,للبيع فقط,5,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
ايسوزو ١٩٩٨,1998,49000,فيراني,ديزل,خصوصي,فلسطينية,عادي,يدوي,3100,٣٦٣٠٠٠,نقدا فقط,للبيع أو التبديل,ثانية,,0,0,0,0,0,0,0,0,4+1,
فولكسفاجن توران,2014,98000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,70000,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,6+1,
فولكسفاجن ترانسبورتر,1999,30000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,,,0,0,0,0,0,0,0,0,,
هونداي اكسنت,2018,79000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,35000,نقدا فقط,للبيع أو التبديل,يد اولي,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,,
