Make,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age,Price
كيا,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,90000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,8.0,38000
سكودا,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,132000.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,1,1,0,1,0,1,4,8.0,79500
ستروين,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,100000.0,نقدا فقط,للبيع أو التبديل,1,1,1,0,0,0,0,0,0,4,7.0,30000
فولكسفاجن,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,123850.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,6,15.0,65000
كيا,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,70501.0,نقدا فقط,للبيع أو التبديل,2,1,1,0,1,1,1,0,0,4,14.0,45000
فولكسفاجن,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,41238.2,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,24.0,25000
كيا,فيراني,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2200,70410.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,7.0,162000
سكودا,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1900,20000.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,0,1,1,4,16.0,58000
بيجو,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,100000.0,نقدا فقط,للبيع فقط,1,1,1,0,1,0,1,1,1,4,8.0,47000
بيجو,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,24315.4,نقدا فقط,للبيع أو التبديل,4,1,0,0,0,0,0,1,0,4,40.0,2500
كيا,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,30000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,7.0,68000
فورد,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2400,150068.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,0,0,1,4,21.0,62000
سكودا,رصاصي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,18665.6,إمكانية التقسيط,للبيع أو التبديل,5,1,1,0,1,0,1,1,1,4,22.0,42000
اودي,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,180000.0,نقدا فقط,للبيع أو التبديل,2,1,1,0,1,1,1,1,1,4,17.0,40000
سيت,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,101070.8,نقدا فقط,للبيع فقط,2,1,0,0,0,0,0,1,1,4,13.0,43000
مرسيدس,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,65288.0,إمكانية التقسيط,للبيع فقط,4,1,1,1,1,0,0,0,0,6,24.0,90000
سكودا,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,41500.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,0,0,0,0,1,4,8.0,78000
اوبل,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,22403.0,إمكانية التقسيط,للبيع فقط,4,0,0,0,1,1,0,0,0,4,35.0,14000
بيجو,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,155418.0,نقدا فقط,للبيع فقط,3,1,1,0,0,0,1,0,1,4,16.0,42000
هونداي,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,270.0,نقدا فقط,للبيع أو التبديل,1,1,1,0,1,0,1,1,1,4,18.0,35000
سوبارو,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,77214.0,نقدا فقط,للبيع فقط,4,1,0,0,1,0,1,0,0,4,36.0,12000
مرسيدس,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,101000.0,نقدا فقط,للبيع أو التبديل,3,1,1,1,1,1,1,1,1,4,9.0,153000
اوبل,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,70410.0,نقدا فقط,للبيع أو التبديل,1,1,1,0,0,0,1,0,1,4,7.0,55000
كيا,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,155418.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,0,0,1,1,1,1,6,16.0,60000
سكودا,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,150068.0,نقدا فقط,للبيع فقط,5,0,1,1,1,0,1,0,1,4,21.0,26500
فولكسفاجن,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,46000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,0,1,1,4,9.0,85000
هونداي,سكني,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,2000,60000.0,إمكانية التقسيط,للبيع فقط,1,1,0,1,1,0,1,1,0,4,10.0,75000
سيت,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,7.0,92000
كيا,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,67000.0,نقدا فقط,للبيع أو التبديل,0,1,1,1,1,1,1,1,1,7,6.0,145000
كيا,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,72412.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,6,8.0,120000
مرسيدس,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2300,77935.8,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,1,1,1,1,4,31.0,35000
اوبل,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,169341.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,0,1,4,10.0,64000
فولكسفاجن,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,33000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,1,1,1,1,4,3.0,138000
فولكسفاجن,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,120000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,0,1,4,13.0,78000
مرسيدس,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2300,41238.2,نقدا فقط,للبيع فقط,6,1,1,1,0,0,0,0,0,2,24.0,45000
فولكسفاجن,عدة الوان,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,68686.4,إمكانية التقسيط,للبيع فقط,0,1,1,1,1,0,0,0,1,6,4.0,105000
هونداي,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,98656.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,1,1,1,1,4,12.0,110000
جييب,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3600,1000.0,نقدا فقط,للبيع فقط,2,1,0,0,1,1,1,0,0,1,8.0,270000
شفروليه,سكني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,400.0,نقدا فقط,للبيع فقط,6,1,0,0,1,0,0,1,1,4,17.0,24000
كيا,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,20.0,نقدا فقط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,6.0,69000
اوبل,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,75000.0,نقدا فقط,للبيع فقط,1,1,1,0,1,0,0,1,1,4,9.0,42000
سكودا,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,72412.0,نقدا فقط,للبيع أو التبديل,1,1,1,0,1,0,0,0,1,4,8.0,58000
سيت,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,70000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,7.0,75000
سكودا,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,101070.8,نقدا فقط,للبيع فقط,2,0,1,0,0,0,1,0,0,4,13.0,50000
اوبل,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,70000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,9.0,35000
فولكسفاجن,أسود ميتالك,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,10002.0,نقدا فقط,للبيع أو التبديل,4,1,1,1,1,0,1,1,1,4,16.0,70000
فولكسفاجن,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,105000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,5.0,105000
بي,أخضر,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,2500,80862.2,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,1,1,1,1,4,26.0,40000
سكودا,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,300000.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,0,1,0,0,0,1,4,16.0,65000
كيا,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,49.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,8.0,95000
فورد,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,102600.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,3,9.0,100000
هونداي,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,14.0,58000
اوبل,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000.0,إمكانية التقسيط,للبيع فقط,3,1,1,1,1,0,1,1,1,4,10.0,54000
فولكسفاجن,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75400.4,إمكانية التقسيط,للبيع فقط,4,0,1,1,1,1,1,1,1,4,19.0,32000
هونداي,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,201788.0,إمكانية التقسيط,للبيع فقط,3,0,1,1,1,0,1,1,1,4,23.0,28500
فورد,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3700,169341.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,10.0,135000
فولكسفاجن,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,0,1,1,4,11.0,60000
سوبارو,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,69157.6,نقدا فقط,للبيع فقط,11,1,1,1,1,0,1,1,1,4,34.0,23000
فولكسفاجن,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,75000.0,نقدا فقط,للبيع فقط,11,0,0,0,1,0,1,0,0,4,50.0,25000
سكودا,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,75400.4,نقدا فقط,للبيع فقط,9,1,1,1,1,0,0,1,0,4,19.0,35000
هونداي,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,85000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,6,6.0,135000
سكودا,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,68686.4,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,4.0,118000
اوبل,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,77214.0,نقدا فقط,للبيع فقط,4,0,0,0,1,0,1,0,0,4,36.0,19500
فولكسفاجن,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,169341.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,0,0,1,1,1,4,10.0,75000
سكودا,أسود,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,102600.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,9.0,59000
فيات,ذهبي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,90.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,0,0,1,6,11.0,65000
سكودا,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,95000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,8.0,90000
فولكسفاجن,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,101070.8,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,13.0,81000
فيات,أبيض,بنزين,تأجير,فلسطينية,عادي,يدوي,1000,65343.2,نقدا فقط,للبيع فقط,3,0,0,0,0,0,0,0,0,4,30.0,13000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,300000.0,نقدا فقط,للبيع أو التبديل,3,1,1,1,1,0,1,0,1,4,10.0,50000
فولكسفاجن,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,65000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,8.0,57000
سكودا,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1234.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,8.0,60000
بي,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,246000.0,نقدا فقط,للبيع فقط,8,1,1,1,1,1,1,1,1,4,13.0,170000
سيت,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,16000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,4.0,124000
دايو,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,7500.0,نقدا فقط,للبيع فقط,5,1,1,0,1,0,0,0,1,4,21.0,24000
سيت,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,90000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,1,0,0,4,6.0,56000
فولكسفاجن,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,70410.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,0,1,0,0,1,1,6,7.0,99999
فولكسفاجن,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,98656.0,إمكانية التقسيط,للبيع فقط,2,1,1,0,1,0,1,1,1,6,12.0,95000
سيت,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,70000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,0,0,4,6.0,68000
سيت,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,62000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,9.0,64000
سيت,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,114000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,7.0,57000
جييب,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,57000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,1,1,1,1,4,9.0,275000
سيت,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,35000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,5.0,86000
هونداي,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,169341.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,10.0,75000
فولكسفاجن,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,72412.0,نقدا فقط,للبيع فقط,1,1,1,1,0,0,1,1,1,6,8.0,95000
كيا,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,0,1,4,15.0,44000
فولكسفاجن,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,35440.0,إمكانية التقسيط,للبيع أو التبديل,7,0,0,0,1,0,1,1,0,4,47.0,7000
فولكسفاجن,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,72412.0,نقدا فقط,للبيع فقط,0,0,1,0,1,1,0,0,1,4,8.0,135000
اوبل,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,24315.4,نقدا فقط,للبيع فقط,10,0,0,0,0,0,0,0,0,4,40.0,8500
هونداي,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90200.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,0,4,6.0,94000
فولكسفاجن,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,72412.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,0,1,4,8.0,180000
هونداي,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,70000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,9.0,65000
فولكسفاجن,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,70501.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,1,1,1,1,7,14.0,75000
أفيكو,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,230,147891.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,0,1,0,2,23.0,80000
فورد,أبيض,ديزل,خصوصي,فلسطينية,عادي,يدوي,2500,86627.6,نقدا فقط,للبيع فقط,5,0,0,0,0,0,0,0,0,7,33.0,17000
كيا,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,79.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,10.0,65000
ستروين,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,72412.0,نقدا فقط,للبيع فقط,3,1,1,1,1,0,1,1,1,4,8.0,62000
اوبل,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,155000.0,إمكانية التقسيط,للبيع فقط,2,1,1,0,1,0,1,1,1,4,12.0,40000
بي,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,85000.0,نقدا فقط,للبيع أو التبديل,1,1,1,0,1,1,1,1,1,4,9.0,115000
اوبل,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,106424.8,نقدا فقط,للبيع فقط,6,0,0,0,1,1,1,0,0,4,37.0,16000
اوبل,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,192.0,نقدا فقط,للبيع أو التبديل,6,1,1,0,1,1,1,0,1,4,25.0,24000
اوبل,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,95.0,نقدا فقط,للبيع فقط,4,1,1,1,1,0,1,0,1,4,10.0,43000
سكودا,أبيض,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,200000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,9.0,120000
سيت,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,90000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,10.0,46000
فورد,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,88000.0,نقدا فقط,للبيع فقط,2,0,0,0,0,0,0,0,0,4,11.0,46000
